IDCLIFOR,NOME,FONE1,FONE2,FONECELULAR,EMAIL,DESCRCIDADE
78368,FERNANDA GARCIA,           ,,67996460914,,CAMPO GRANDE
24508,FERNANDA GARCIA ARGUELLO,6730434790,,67981120003,FERGARGUELLO@GMAIL.COM,CAMPO GRANDE
83696,FERNANDA GIUNCANSE,           ,,67984636070,fgiuncanse@gmail.com,CAMPO GRANDE
76552,FERNANDA GOUVEIA  VOLPINI,           ,,6782004667,,CAMPO GRANDE
80983,FERNANDA GREGHI DE CARVALHO,           ,,67992854166,,CAMPO GRANDE
1628,FERNANDA GREZZI URT,,,67996046659,fernanda@toyotaeurt.com.br,CAMPO GRANDE
81343,FERNANDA GUEDES,           ,,67999955850,bonitaprodutora@gmail.com,CAMPO GRANDE
64170,FERNANDA GUIMARAES MEILSNIDTH,           ,,67999826653,,CAMPO GRANDE
61758,FERNANDA KLAFKE DE LIMA,           ,,67999086894,,PORTO MURTINHO
63504,FERNANDA KRUGER,           ,,67999853344,fkarquiteta@terra.com.br,CAMPO GRANDE
82278,FERNANDA LIMA DA SILVA,           ,,67981491622,fernandalimaelshaddai@hotmail.com,CAMPO GRANDE
84802,FERNANDA LOPES ZATT,           ,,67998743779,,CAMPO GRANDE
36042,FERNANDA LUCARELLI MAZZOCCO,67981807777,,,,CAMPO GRANDE
84954,FERNANDA MANSANO DA COSTA,           ,,67998164509,,CAMPO GRANDE
73911,FERNANDA MARTINES DE ARAUJO,67991489054,,67999365787,,CAMPO GRANDE
46855,FERNANDA MATTOSINHO,           ,,67999021383,,CAMPO GRANDE
77060,FERNANDA MENDES DE ANDRADE,           ,,67992683416,,CAMPO GRANDE
96886,FERNANDA MONTEIRO DA SILVA,           ,,67999836660,,BANDEIRANTES
69840,FERNANDA MOURA DE SOUZA AUTO CORREA,           ,,67999894205,,CAMPO GRANDE
78703,FERNANDA NATYELLY CANDIDO PASSOS,           ,,67996579725,,SAO GABRIEL DO OESTE
55121,FERNANDA NIGIA  ANTONIETTE DEL GROSSI,,,67999644378,,CAMPO GRANDE
66709,FERNANDA OKUMOTO,           ,,67999789595,,CAMPO GRANDE
33184,FERNANDA OLIVEIRA DA SILVA,,,67991048611,,CAMPO GRANDE
43383,FERNANDA OLIVEIRA FREIRE,6730274977,,67998847900,fernanda.sucofrutao@outlook.com,CAMPO GRANDE
64319,FERNANDA OLIVEIRA MACHADO,           ,,67998156125,contatoaddmr@gmail.com,CAMPO GRANDE
73228,FERNANDA PALHETA,           ,,67981308181,,CAMPO GRANDE
70421,FERNANDA PAULA DA SILVA CASALI,           ,,67992415030,,CAMPO GRANDE
43643,FERNANDA PAULA VALE DOS SANTOS 03258051135,           ,,67991069403,marileide.vale@hotmail.com,CAMPO GRANDE
12055,FERNANDA PENKO MAXIMILIANO GOMES,,,67996143480,contato@jcprotese.com.br,CAMPO GRANDE
47310,FERNANDA PEREIRA MEDEIROS,           ,,67992024401,,CAMPO GRANDE
10123,FERNANDA PEREZ MOREIRA DA CRUZ,67992964447,,67992964447,,CAMPO GRANDE
67712,FERNANDA PROENCA AZAMBUJA,           ,,67981221516,,CAMPO GRANDE
81591,FERNANDA REGINA NEGRO DE OLIVEIRA,           ,,67999074221,,CAMPO GRANDE
70579,FERNANDA RIBEIRO BAPTISTA MARQUES,           ,,67999261005,,CAMPO GRANDE
53549,FERNANDA ROCHA RODRIGUES,67996907834,,67984322609,,BELA VISTA
67432,FERNANDA RODI PAES DE ALMEIDA,           ,,67982004267,,CAMPO GRANDE
49312,FERNANDA ROSSI CARNEIRO MACHADO,6733257421,,67999618382,mauriciomachado@hotmail.com,CAMPO GRANDE
41938,FERNANDA S. PERETTO ME,6732681216,,,,BODOQUENA
76554,FERNANDA SANTOS DA GAMA,           ,,67984429918,,CAMPO GRANDE
99029,FERNANDA SILVA BARBOSA FARIA,           ,,67992130512,,CAMPO GRANDE
68385,FERNANDA SOUZA DUARTE,           ,,67992638476,,CAMPO GRANDE
64677,FERNANDA UNDICIATTI DE OLIVEIRA ADAS,           ,,67984027151,,CAMPO GRANDE
83990,FERNANDA V.L GAMBARATTO,6735212109,,67991778271,contato@gambaratto.com.br,CAMPO GRANDE
97358,FERNANDA VARELA DO PRADO,           ,,67999951276,nandaprado89@gmail.com,CAMPO GRANDE
81656,FERNANDA VENCESLAU DA SILVA,           ,,67999697976,,CAMAPUA
101127,FERNANDA YUKI BEZERRA DA SILVA ARATAMI,           ,,67993373509,fyuki1@gmail.com,CAMPO GRANDE
85600,FERNANDA ZANINI,           ,,67999253186,,CHAPADAO DO SUL
14747,FERNANDES & BRITO LTDA ME,6732043773,,67992844010,fernanda.brito.au@gmail.com,CAMPO GRANDE
16940,FERNANDES & CRUZ LTDA,6730446769,,67991631087,porthosfernandes@hotmail.com,CAMPO GRANDE
89485,FERNANDES COMERCIO E SERVIÇOS LTDA,           ,,67981706793,fernandescomercioeservico@gmail.com,CAMPO GRANDE
46370,FERNANDES CORREA COMERCIO DE BEBIDA EIRELI ME,6733840104,,67992931607,,CAMPO GRANDE
90982,FERNANDES E BARBOSA ESTUDIO DE PIERCINGS LTDA,           ,,67999389252,Belapiercer30@gmail.com,CAMPO GRANDE
78398,FERNANDES FERREIRA DE SOUZA,           ,,67981427722,,CAMPO GRANDE
71999,FERNANDES FILHO & FERREIRA ADVOGADOS ASSOCIADOS,6733425493,,67991749660,,CAMPO GRANDE
2346,FERNANDEZ & LEAL LTDA - ME,6732262920 ,,67999296252,aline_cristina_msn@hotmail.com,LADARIO
15246,FERNANDO  G HONORIO E CLEITA F HONORIO,,,67999818612,,CAMAPUA
15350,FERNANDO ABRAHAO,67984016567,6730425090,67984016567,,CAMPO GRANDE
69039,FERNANDO ALMADA MACHADO,67996199635,,,,CAMPO GRANDE
76822,FERNANDO ALVES DE MOURA,,,67999126669,,CAMPO GRANDE
66815,FERNANDO ANTONIO ARAUJO FERNANDES,11985274422,,,,CORUMBA
84415,FERNANDO ANTONIO LEMOS,67981256669,,,,BATAIPORA
58792,FERNANDO ARAUJO HONORIO,           ,,67996636969,nandohonorio@hotmail.com,CAMAPUA
35927,FERNANDO ARAUJO LEIGUE,,,67996691017,,AQUIDAUANA
56814,FERNANDO AUGUSTO AGUILLAR STEIN,           ,,67992953017,,CAMPO GRANDE
63145,FERNANDO AUGUSTO C. CHAVES UTILIDADES DOMESTICAS EIRELI,6730433688,,67999810159,imperatrizutilidades@gmail.com,CAMPO GRANDE
74153,FERNANDO AUGUSTO CRISTALDO DE MATTOS,           ,,67999485644,FACMATTOSPM@GMAIL.COM,PORTO MURTINHO
1193,FERNANDO AUGUSTO DA SILVA,6734811116 ,,67992058049,sbarrospizzaria@uol.com.br,AMAMBAI
67292,FERNANDO AUGUSTO DOS SANTOS,67991075039,,67991913262,,CAMPO GRANDE
90609,FERNANDO AUGUSTO JAQUES DE QUEIROZ,,,67996486136,,TERENOS
75439,FERNANDO BARRETO LEITE RIBEIRO,           ,,19994615510,,CAMPO GRANDE
69532,FERNANDO BARROS DE ANDRADE,67992276424,,67991394908,,CAMPO GRANDE
98391,FERNANDO BASTISTA FERNANDES E OUTROS,           ,,,,CORUMBA
67438,FERNANDO BOTERO ARCILA,           ,,67996622560,,CAMPO GRANDE
81742,FERNANDO BRUNO COUTINHO,67984346794,,67984658027,,FIGUEIRAO
77914,FERNANDO BUENO,           ,,67998442866,,CAMPO GRANDE
82963,FERNANDO CAMPOS PAVANI,,,67996304900,,CAMPO GRANDE
11006,FERNANDO CANDIDO DE OLIVEIRA,67996979190,,67996979190,FGTSCANDIDO@GMAIL.COM,DEODAPOLIS
60952,FERNANDO CARDOSO MENDES,           ,,67999400040,,COXIM
3419,FERNANDO CARLOS BARBOZA,6733067100,,67999993610,faa8@terra.com.br,JARDIM
97908,FERNANDO CARLOS BARBOZA FILHO,           ,,67999327586,fercbf@gmail.com,CAMPO GRANDE
13145,FERNANDO CARLOS NEPOMUCENO DE ASSIS,,,67999801439,,CAMPO GRANDE
65239,FERNANDO CARLOS SIGARINI DA SILVA,67992634609,,,,CAMPO GRANDE
91971,FERNANDO CELSO DA SILVA MARTINS,           ,,67999781145,,NOVA ANDRADINA
70598,FERNANDO CERVI,           ,,67992510787,,MARACAJU
60136,FERNANDO CESAR BENITES DE OLIVEIRA,           ,,67992753130,,TERENOS
90857,FERNANDO CESAR DA SILVA PEREIRA JUNIOR,           ,,67992872523,,CAMPO GRANDE
69938,FERNANDO CESAR PAIVA DAGOSTA,           ,,11942253035,,DOURADOS
87744,FERNANDO CÉSAR VERNEQUE SOARES,           ,,67999121792,,CAMPO GRANDE
60893,FERNANDO CEZAR DE ARAGÃO E SILVA,           ,,67996250011,,CAMPO GRANDE
48870,FERNANDO CEZAR MORILHA LORENZO,67984338672,6733550125,67984259751,gabriel@pavtubo.com.br,CAMPO GRANDE
75904,FERNANDO CHIAVOLONI DE LIMA,,,67999455775,,CAMPO GRANDE
33711,FERNANDO CORRENTE DA SILVA,67991415440,,,,CAMPO GRANDE
62479,FERNANDO COSTA RODRIGUES,           ,,67999821071,,CORUMBA
70770,FERNANDO COUTO FERREIRA,           ,,,,CAMPO GRANDE
38251,FERNANDO DANIEL INSAURRALDE,           ,,67981012990,,CAMPO GRANDE
60932,FERNANDO DE ARAUJO SANCHES,           ,,61993332574,fsanchez_br@yahoo.com,CAMPO GRANDE
95199,FERNANDO DE BARROS BUMLAI,67982081100,,,compras@bumlai.com.br,CORUMBA
19844,FERNANDO DE CAMARGO PEREIRA,           ,,,,CAMPO GRANDE
31162,FERNANDO DE MORAES GONCALVES,,,,fernando-mg2@hotmail.com,CAMPO GRANDE
84452,FERNANDO DE OLIVEIRA SANTOS VAZ FERREIRA,           ,,67981572811,fernandovazferreira@yahoo.com.br,CAMPO GRANDE
82788,FERNANDO DE PIERI PRANDO,           ,,43999790067,,CAMPO GRANDE
71833,FERNANDO DE SOUZA COLAFERRO,           ,,67984022588,fernadodesouzacolaferro@hotmail.com,BONITO
54956,FERNANDO DIAS DA SILVA,67999168966,,67999168916,,CAMPO GRANDE
70001,FERNANDO DO NASCIMENTO SILVA,           ,,67991694769,FERNANDOBONITOMS@HOTMAIL.COM,BONITO
98156,FERNANDO DOS SANTOS MIRANDA,           ,,67992811883,,CAMPO GRANDE
89849,FERNANDO DOS SANTOS TORRES,           ,,67996476965,,CAMPO GRANDE
72796,FERNANDO EGYDIO BENI,           ,,67991620908,fernandoegydiobeni@gmail.com,CAMPO GRANDE
73152,FERNANDO FABRES DE QUEIROZ,           ,,67991078084,,TRES LAGOAS
78653,FERNANDO FAGNER GONCALVES DOS SANTOS,           ,,67998383152,,CAMPO GRANDE
31264,FERNANDO FARIAS,           ,,67996797196,,NOVA ALVORADA DO SUL
71890,FERNANDO FAVORETO,           ,,67992554863,,CAMPO GRANDE
97725,FERNANDO FEREIRA BUENO,           ,,67991641421,,CAMPO GRANDE
88222,FERNANDO FERNANDES,           ,,67999327720,,BANDEIRANTES
78353,FERNANDO FERNANDES,           ,,67996691726,,DOURADOS
61273,FERNANDO FERNANDES DA SILVA,           ,,67999620037,,CAMPO GRANDE
94191,FERNANDO FLORES CORREA JUNIOR,           ,,67998474611,COMPRAS@FFLORESCONSULTORIA.COM.BR,CAMPO GRANDE
69142,FERNANDO FONSECA REZENDE,           ,,67998018088,,CAMPO GRANDE
40204,FERNANDO GABRIEL DOS SANTOS,           ,,67992088211,,CORUMBA
83806,FERNANDO GARCIA DE OLVEIRA PAES,           ,,67998204140,,CAMPO GRANDE
81792,FERNANDO GOMES DEL PINO NUTRICAO,           ,,67996982813,,CAMPO GRANDE
18603,FERNANDO GOMES NETTO JUNIOR,           ,,67998529796,,CAMPO GRANDE
67456,FERNANDO GOMES VASCONCELOS,           ,,67992517645,,CAMPO GRANDE
94552,FERNANDO GONCALVES,           ,,67991447968,,CAMPO GRANDE
24527,FERNANDO GONÇALVES CARLANA,           ,,67992223502,,CAMPO GRANDE
71217,FERNANDO GONÇALVES GOMES,           ,,67998103003,,ANASTACIO
14894,FERNANDO GONCALVES GRANCE JUNIOR,           ,,67996471041,,DOIS IRMAOS DO BURIT
91274,FERNANDO GUTIERRES DA SILVA CARNEIRO,67998181930,,18981608277,,RIBAS DO RIO PARDO
82024,FERNANDO HENRIQUE ALVARENGA,           ,,67992162453,,CAMPO GRANDE
73623,FERNANDO HENRIQUE COSTA RODRIGUES,           ,,67991335794,,CAMPO GRANDE
47959,FERNANDO HENRIQUE NAZARIO ME,6733939182,,67981310366,marcosamarilha@bol.com.br ,CAMPO GRANDE
79922,FERNANDO HENRIQUE SOUZA AONO,45999713940,,67999454499,,CAMPO GRANDE
100528,FERNANDO HENRIQUE VALLOTO FRACASSI,           ,,67998601564,,ROCHEDO
53116,FERNANDO JACQUES MORALES,67992018828,,,,CAMPO GRANDE
78079,FERNANDO JACQUES MORALES,           ,,67999613558,financeiro.cheirodebolo@gmail.com,CAMPO GRANDE
73078,FERNANDO JAMUSSE,           ,,67999003441,,CAMPO GRANDE
98092,FERNANDO JOSE DINIZ PEREIRA,           ,,67993052014,fernando281101@gmail.com,CAMPO GRANDE
80546,FERNANDO JUNIOR RIBEIRO DA SILVA,           ,,67998233767,,SAO GABRIEL DO OESTE
84134,FERNANDO KADOI,           ,,67981128993,,CAMPO GRANDE
80402,FERNANDO LACERDA OLIVA,14991211726,,,sinhafoodsservice@gmail.com,CAMPO GRANDE
80400,FERNANDO LERSEDA OLHIVA,14991211726,,,sinhafoodsservise@gmail.com,CAMPO GRANDE
88299,FERNANDO LOPES NOGUEIRA,           ,,67998928886,,CAMPO GRANDE
99197,FERNANDO LUIS CAPRARA,           ,,67981192929,,COXIM
30924,FERNANDO LUIS DECIAN,           ,,67999724970,,CAMPO GRANDE
43436,FERNANDO LUIZ DE ARRUDA,           ,,67999812345,,CAMPO GRANDE
100257,FERNANDO LUIZ TOZZO FILHO,           ,,67999117062,,PARAISO DAS AGUAS
60683,FERNANDO MADEIRA RIBEIRO,           ,,67984060225,,CAMPO GRANDE
44402,FERNANDO MANZI SANTOS,           ,,67999132488,,CAMPO GRANDE
71759,FERNANDO MARTINS DE FREITAS,,,67992683956,,CAMPO GRANDE
62918,FERNANDO MARTINS DE FREITAS,,,67992068733,FERNANDOFREITAS.CONTADOR@OUTLOOK.COM,CAMPO GRANDE
26833,FERNANDO MEDEIROS PERETTI,           ,,67992728531,,CAMPO GRANDE
29474,FERNANDO MONTALVAO SILVEIRA  ME,6733049010,,67999961824,,CAMPO GRANDE
68169,FERNANDO MONTEFUSCO,67996605395,,,,CAMPO GRANDE
13006,FERNANDO MOREIRA FREITAS DA SILVA,,,67999997850,,SIDROLANDIA
68225,FERNANDO NASCIMENTO DA SILVA,           ,,67996325934,fernandoxp1@gmail.com,CAMPO GRANDE
69998,FERNANDO PADUIN FIGUEIREDO,           ,,,,CAMPO GRANDE
45571,FERNANDO PAIM COSTA,6730257461,,,,CAMPO GRANDE
68428,FERNANDO PANOVANI,           ,,67998482352,,CAMPO GRANDE
98100,FERNANDO PEREIRA DOS SANTOS,           ,,67999525546,,COSTA RICA
72324,FERNANDO PEREIRA SANTANA,           ,,67998178568,,CAMPO GRANDE
90691,FERNANDO PILEGI,           ,,67999052110,,RIBAS DO RIO PARDO
48052,FERNANDO PINTO RODRIGUES,6732382411,,67999616205,,RIBAS DO RIO PARDO
6212,FERNANDO PLENTZ,6733017488 ,,67984118736,FERPLENTZ@GMAIL.COM,CAMPO GRANDE
46948,FERNANDO PONTE BARREIRO,           ,,67999648535,niceiavilalbabarreiro19@gmail.com,AQUIDAUANA
58580,FERNANDO RIBEIRO ARAUJO,           ,,67996754024,,DOURADOS
80443,FERNANDO RIBEIRO DOS SANTOS ME,           ,,67999640934,,CAMPO GRANDE
77893,FERNANDO RIBEIRO ESTIVAL,           ,,67996019498,,TERENOS
7573,FERNANDO RICARDO LUIZ BARGAMENN NETO,6730287430 ,           ,67981277430,,CAMPO GRANDE
75351,FERNANDO RIOS LEME,           ,,67998829838,frleme@gmail.com,CAMPO GRANDE
95478,FERNANDO RODRIGUES DE ALMEIDA JUNIOR,           ,,67992307997,,CAMPO GRANDE
60551,FERNANDO RODRIGUES GOEDERT,           ,,67991346323,,SAO GABRIEL DO OESTE
92443,FERNANDO RODRIGUES PINHEIRO,           ,,,nandorpinheiro@gmail.com,CAMPO GRANDE
54202,FERNANDO ROSA MACHADO,           ,,67992075044,,CAMPO GRANDE
63921,FERNANDO SALES,           ,,67996807110,,CAMPO GRANDE
70554,FERNANDO SANTOS DE PAULA,           ,,67991783195,,CAMPO GRANDE
97667,FERNANDO SCHAEDLER,,,67984059955,plastsulfinanceiro@outlook.com,CAMPO GRANDE
64208,FERNANDO SILVA79,           ,,67991023769,,CAMPO GRANDE
60297,FERNANDO SILVEIRA COBIANCHI,           ,,67996115167,,CAMPO GRANDE
58584,FERNANDO TERRA DUARTE,           ,,67992766760,,CAMPO GRANDE
73989,FERNANDO VALDERIS CARPEJANI,,,67999670951,fercarpejani@gmail.com,CAMPO GRANDE
34627,FERNANDO VASCONCELOS ROLIM ME,           ,,,,SAO GABRIEL DO OESTE
98129,FERNANDO VIEIRA  LOSSAVERO,           ,,67999842322,,CAMPO GRANDE
33092,FERRACINI E FERREIRA LTDA,6732916109,,67998097716,automolas.coxim@gmail.com,COXIM
61087,FERRAGEM ALVORADA LTDA,6730417250,,,,CAMPO GRANDE
1075,FERRAGEM ALVORADA LTDA,6733454000,,67992654703,,CAMPO GRANDE
82872,FERRAGEM ALVORADA LTDA,           ,,67992459881,subgerenciafl1@alvoradams.com.br,CAMPO GRANDE
76020,FERRAGEM ALVORADA LTDA,           ,,67991301894,,CAMPO GRANDE
86159,FERRAREZE E FREITAS ADVOGADOS ASSOCIADOS,6732536407,,67982076407,,CURITIBA
50710,FERRATO & CIA LTDA,6732471166,,97999791166,deckconveniencias@gmail.com;financeiro@postoferrato.com.br,COSTA RICA
11814,FERRATO & CIA LTDA,6732473005,,67999858669,adm@iveshotel.com.br,COSTA RICA
91745,FERRATO & FERRATO LTDA,6732471166,,67999858669,FINANCEIRO@POSTOFERRATO.COM.BR,COSTA RICA
98676,FERREIRA ACAITERIA LTDA,           ,,67998937493,aliance.contabilidadems@gmail.com,BODOQUENA
87567,FERREIRA BAR LTDA,           ,,67981369290,,CAMPO GRANDE
78702,"FERREIRA COMERCIO VAREJISTA DE MERCADORIAS, MINIMERCADOS LTDA",           ,,67992376099,,CAMPO GRANDE
90652,FERREIRA E ERRAIS LTDA,           ,,67996579476,favodemelcoxim@gmail.com,COXIM
58958,FERREIRA E PEREIRA LTDA,66999368959,,,,PRIMAVERA DO LESTE
45852,FERREIRA E PERES COMERCIO DE ALIMENTOS LTDA,6730268989,6730239068,19997282174,REGISTRO.VIACONTABIL@GMAIL.COM,CAMPO GRANDE
74314,FERREIRA LIVERO TELECOMUNICACAO EIRELI,           ,,67998702500,edna.guedes@internetmais.net,CAMPO GRANDE
83906,FERREIRA LIVERO TELECOMUNICACAO LTDA,6730272500,,67993383032,edna.guedes@internetmais.net,CAMPO GRANDE
56060,FERREIRA MELOLTDA,           ,,67984843031,,CAMPO GRANDE
80944,FERREIRA SOBREMESAS,           ,,,,CAMPO GRANDE
3184,FERRO & AÇO COMERCIO DE FERROS LTDA,6730281800 ,,67998095277,ferroeaco.vendas@gmail.com,CAMPO GRANDE
42248,FERTIQUIMICA AGROCIENCIAS LTDA - ME,6733852383,,67993244949,,CAMPO GRANDE
97422,FERTITERRA AGROPECUARIA LTDA,           ,,67996592031,odair.mathias@fertiterra.com.br;financeiro@fertiterra.com.br,SAO GABRIEL DO OESTE
42126,FERTIUS DIAGNOSTICOS REPRODUCAO HUMANA E MEDICINA FETAL S/S ME,6732226619,,11974296661,contato@fertius.com.br,CAMPO GRANDE
71047,FERTLIV REPRODUCAO ASSISTIDA LTDA,6733018011,,67996930505,financeiro@fertliv.com.br,CAMPO GRANDE
1884,FETEMS FEDERACAO DOS TRAB.EM EDUC. DE MS,6733051034,,67999125978,,CAMPO GRANDE
95136,FF CO ALIMENTAÇAO LTDA,           ,,14997853745,unopclinicacg@nutrisaude.com.br,CAMPO GRANDE
98132,FFA ADMINISTRADORA DE IMOVEIS LTDA,6733930800,,67999124607,,CAMPO GRANDE
77771,FFS COMERCIO DE ALIMENTOS LTDA,           ,,67984429918,,CAMPO GRANDE
67120,FIALHO & LARA LTDA,           ,,67996411532,fialho.lara@hotmail.com,SIDROLANDIA
86211,FIC ON SERVIÇOS DE GESTAO E ADM EMPRESARIAL,           ,,67984050060,,CAMPO GRANDE
701,FIGUEIRA COMERCIO E SERVICOS LTDA  EPP,6733585013 ,,67999624320,financeiro@figueirachurrascaria.com.br,CAMPO GRANDE
56191,FIGUEIREDO & MARQUES LTDA,           ,,67996647733,,CAMPO GRANDE
177,FILADELFIA INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME,6230911636 ,6232488438 ,62999722010,,GOIANIA
21459,FILADELFO MARTINS SEGOVIA,,,67998455138,,CAMPO GRANDE
88593,FILE DO BOI PRIME LTDA,           ,,67996540252,filedoboi.fdb@hotmail.com,SAO GABRIEL DO OESTE
63226,FILINTO MARQUES GARCIA,           ,,67991790870,,TRES LAGOAS
70571,FILIPE GIORDANO FARIAS SANTOS LTDA,           ,,67981585858,,CAMPO GRANDE
4645,FILIPE GIORDANO SANTOS,,,67981585858,filipebaiano@gmail.com,CAMPO GRANDE
69240,FILIPE MEDEIROS PRETTI,           ,,67999743987,filipe@basepro.com.br,CAMPO GRANDE
77583,FILIPE MUNIZ,           ,,67984016728,,CAMPO GRANDE
73028,FiLIPE RODOLFO TOLEDO,6733058219,,67998693205,filipetoledo6@gmail.com,CAMPO GRANDE
29200,FILOMENA MOURA BATISTOTI,67992745923,,,,CAMPO GRANDE
53182,FINAMORE COELHO COMPANIA LTDA,6730422803,,67999232803,,CAMPO GRANDE
57105,FINANCEIRA ALFA S.A,6733828605,,67996885312,ana.oliveira@financeiraalfa.com.br,CAMPO GRANDE
12208,FINANCIAL CONSTRUTORA INDUSTRIAL LTDA,,,67999263255,paulo1soares@hotmail.com,CAMPO GRANDE
97842,FINANCIAL IMOBILIARIA LTDA,,,67992658825,,CAMPO GRANDE
80648,FIORE FARIA MILANESE,           ,,67992417455,,CAMPO GRANDE
87366,FIRENZE TECIDOS E DECORACOES LTDA ME,6730422011,,,,CAMPO GRANDE
84704,FISCAL TECNOLOGIA  E  AUTOMAÇAO LTDA,           ,,67992815602,,CAMPO GRANDE
80013,FISCHER & RODRIGUES LTDA,           ,,67999915087,,CAMPO GRANDE
91983,FISIOASSIST FISIOTERAPIA CARDIOPULMONAR LTDA,6730440856,,67981128013,FISIOASSIST@FISIOASSIST.COM.BR,CAMPO GRANDE
62338,FITLINE ACADEMIA DE GINASTICA LTDA,67992686873,,67999397757,,CAMPO GRANDE
116,FIXXAR COMERCIO IMPORTACAO E EXPORTACAO LTDA,4733403770 ,,,,BLUMENAU
68034,FJM FERREIRA IND E COM BALDES DE ALUMINIO,1147050848,,,,SANTANA DE PARNAIBA
26942,FLADES CATARINO RAMOS,           ,,67996797170,,ROCHEDO
75592,FLADMIR IGOR MORAEES DE OLIVEIRA,,,67999652356,fladmir_igor@hotmail.com,RIBAS DO RIO PARDO
86716,FLANCIELI BARROS DE SOUZA ARRUDA,           ,,67999105166,,MIRANDA
86132,FLAUBERTH SOUZA COELHO,           ,,31999444242,,CAMPO GRANDE
72842,FLAVI A  ALESSANDRO DE FREITAS MAGALHAES,           ,,67993502313,,CAMPO GRANDE
89889,FLAVIA  ALVES RODRIGUES DE LIMA,           ,,67992065959,,CAMPO GRANDE
92455,FLAVIA ALVES DOS SANTOS,67991551324,,67992330025,,CAMPO GRANDE
29219,FLAVIA BRAGA FRAGELLI,,,67981111307,,CAMPO GRANDE
85764,FLAVIA CARDOSO,           ,,67992854173,,CAMPO GRANDE
75514,FLAVIA DA SILVA BUENO,           ,,,,CAMPO GRANDE
4750,FLAVIA DA SILVA SOUZA,6733936891 ,,67992468465,,CAMPO GRANDE
60645,FLAVIA DE ARRUDA FERREIRA,6732132752,,67999871819,,CAMPO GRANDE
24182,FLAVIA DE BRITTO LOPES MORO,           ,,67996567007,,CAMPO GRANDE
16209,FLAVIA DE FREITAS CAMARGO,,,67991266432,,CAMPO GRANDE
53796,FLAVIA DOS SANTOS BATISTA,           ,,67992977575,,CAMPO GRANDE
96009,FLAVIA FIGUEIREDO DA SILVA,           ,,67999054434,,BODOQUENA
88779,FLAVIA FIGUEIREDO FREITAS,           ,,67998043290,,CAMPO GRANDE
90767,FLAVIA GOES ABONIZIO,,,67991708378,draflavia.neobaby@gmail.com,CAMPO GRANDE
81397,FLAVIA GREGHI DE CARVALHO,           ,,67992893705,,CAMPO GRANDE
67696,FLAVIA LOPES RISSI,67992961612,,,,CAMPO GRANDE
97873,FLAVIA MARIA DA SILVA,           ,,67996860283,,RIBAS DO RIO PARDO
84307,FLÁVIA MARIA PEREIRA FERRAZ DI LORIO,           ,,67999191111,eduardohaddad78@hotmail.com,CAMPO GRANDE
88325,FLAVIA MARTINS PEREIRA,           ,,67992144099,,CAMPO GRANDE
96284,FLAVIA NOGUEIRA AZAMBUJA ALVES,           ,,67998930910,,CAMPO GRANDE
96689,FLAVIA REGIANE NOLASCO BENITES,           ,,67993002400,,CAMPO GRANDE
68010,FLAVIA SIMON,           ,,67981683098,,DOURADOS
8272,FLAVIA SIQUEIRA JACINI BORBA,6733416295 ,,67999836979,,CAMPO GRANDE
75677,FLAVIA SOARES BEZERRA OKUMOTO NERY DE MELLO,           ,,67996777171,,CAMPO GRANDE
97900,FLAVIA SOARES DOS SANTOS,           ,,67992009460,,CAMPO GRANDE
39661,FLAVIA WALESKA RODRIGUES DA SILVA,          ,,65984436475,,CUIABA
38376,FLAVIANA MENDES DOS SANTOS,           ,6733540672,67992837237,,CAMPO GRANDE
77951,FLAVIANO CARNEIRO NOGUEIRA,           ,,67998062672,,CAMPO GRANDE
44255,FLAVIO ALVES DE MORAIS,           ,,67999342545,,CAMPO GRANDE
22945,FLAVIO ALVES DE SOUZA,           ,,67999731830,,MARACAJU
11097,FLAVIO ANTONIO GONÇALVES,,6733614158 ,67999800730,,CAMPO GRANDE
52776,FLAVIO ARAUJO COTRIN,           ,,67996860612,,CAMPO GRANDE
40622,FLAVIO AUGUSTO BACHA,6721098642,,67999814944,,CAMPO GRANDE
82563,FLAVIO BENITES,           ,,67991926714,,CAMPO GRANDE
55626,FLAVIO CASTILHO DANTAS,           ,,67999950043,,AQUIDAUANA
73560,FLAVIO CESAR DE SOUZA FREITAS,6733567140,,67984530136,,CAMPO GRANDE
94536,FLÁVIO CÉSAR MENDES DE OLIVEIRA,           ,,67991425775,,CAMPO GRANDE
6666,FLAVIO CEZAR C FERNANDES/ JOSENEIDE I FENANDES,6733034030,,18997119915,Ifernandes@fazenda4irmaos.com.br,CAMPO GRANDE
77137,FLAVIO DA SILVA,           ,,67993391021,,CAMPO GRANDE
87032,FLAVIO DAMASCENO TEIXEIRA,           ,,67999759167,flaviodt@gmail.com,PORTO ALEGRE
80197,FLAVIO DE SOUZA PEREIRA,           ,,67996011586,rosangeladossantosloureiro8@gmail.com,TERENOS
79833,FLAVIO DOS SANTOS CARDOSO,67991418384,,,,CAMPO GRANDE
9494,FLAVIO E MACEDO LTDA EPP,,,67991437575,,CAMPO GRANDE
55730,FLAVIO ESGAIB KAYATT,           ,,67996454555,,PONTA PORA
96740,FLAVIO FERRAZ CORDEIRO PIFFER,           ,,67981889229,,CAMPO GRANDE
91749,FLAVIO FREITAS BARBOSA,           ,,67996352623,,CAMPO GRANDE
67459,FLAVIO FREITAS DIAS,           ,,,,CAMPO GRANDE
